word,word_feature_264,word_feature_35,word_feature_292,word_feature_20,word_feature_12,word_feature_284,word_feature_165,word_feature_266,word_feature_139,word_feature_157,word_feature_281,word_feature_56,word_feature_294,word_feature_193,word_feature_162,word_feature_119,word_feature_118,word_feature_299,word_feature_236,word_feature_231,word_feature_221,word_feature_289,word_feature_223,word_feature_222,word_feature_163,word_feature_140,word_feature_11,word_feature_108,word_feature_42,word_feature_248,word_feature_16,word_feature_125,word_feature_152,word_feature_44,word_feature_107,word_feature_258,word_feature_275,word_feature_52,word_feature_124,word_feature_72,word_feature_195,word_feature_290,word_feature_297,word_feature_121,word_feature_126,word_feature_142,word_feature_155,word_feature_237,word_feature_138,word_feature_96,word_feature_296,word_feature_128,word_feature_235,word_feature_150,word_feature_242,word_feature_175,word_feature_33,word_feature_230,word_feature_254,word_feature_257,word_feature_76,word_feature_220,word_feature_226,word_feature_159,word_feature_212,word_feature_213,word_feature_172,word_feature_26,word_feature_168,word_feature_143,word_feature_67,word_feature_280,word_feature_190,word_feature_130,word_feature_80,word_feature_27,word_feature_86,word_feature_244,word_feature_63,word_feature_94,word_feature_300,word_feature_129,word_feature_277,word_feature_205,word_feature_176,word_feature_239,word_feature_291,word_feature_188,word_feature_65,word_feature_232,word_feature_214,word_feature_7,word_feature_110,word_feature_100,word_feature_144,word_feature_4,word_feature_167,word_feature_206,word_feature_216,word_feature_171
tree,-0.18892,-0.52557,0.44232,0.48451,-0.07913,0.48197,0.22166,-0.10928,0.059911,0.43303,-0.14406,0.12417,0.23127,-0.029814,-0.1288,1.0983,0.074035,0.51579,-0.17638,-0.065107,-0.38054,-0.1119,0.050503,0.081534,0.060924,-0.19846,0.25226,-0.067745,0.25471,-0.64897,0.046692,0.24966,0.096516,-0.14708,0.18122,-0.70961,-0.84058,-0.031524,-0.10228,1.0061,0.49819,0.026073,-0.45402,-0.23567,0.30259,-0.47475,-0.087164,-0.16866,-0.32521,0.17753,-0.47236,-0.080685,0.091892,0.062843,0.92345,0.25733,-0.1593,-0.47469,0.046706,-0.079241,-0.040019,-0.62457,0.56956,-0.36084,0.53916,0.24452,-0.16892,0.36171,-0.018298,0.3268,0.5314,0.7196,0.017082,-0.54195,0.20666,-0.28139,0.17122,0.19785,0.64812,-0.30021,0.23251,0.17042,-0.038175,-0.47986,0.24702,-0.16956,0.47955,-0.39544,-0.28901,-0.045952,-0.10091,-0.82208,0.10056,-0.46608,0.051885,-0.17338,-0.57546,0.50432,0.19078,-0.077218
trial,0.29189,-0.58263,-0.049361,0.23152,-0.56175,0.31552,0.43791,0.048879,-0.24763,0.44044,0.34096,0.19993,-0.45974,-0.06976,-0.054975,-0.46262,-0.61022,-0.66754,-0.31045,-0.652,-0.66691,-0.33176,0.19902,-0.63058,0.30975,0.28439,0.25477,-0.10129,0.13157,0.61746,0.006461,0.20848,0.34681,0.48002,1.0157,0.002374,-0.070245,0.022764,-0.83852,0.071413,-0.12628,0.67456,0.19262,-0.003623,0.21284,0.43251,-0.17954,0.20746,-0.29444,-0.31717,-0.011644,0.21129,0.59658,-0.35424,-0.40763,0.017656,-0.072317,0.49044,-0.030592,-0.07753,0.37759,-0.39289,0.19649,-0.14397,-0.12774,0.23763,0.57944,0.015775,-0.077992,0.57711,0.2785,-0.12735,-0.51628,-0.16042,-0.08537,0.48728,0.25089,0.16305,-0.080934,0.57018,0.035516,-0.25283,-0.50086,-0.16482,0.13753,-0.27637,-0.11308,0.097544,-0.082052,-0.6395,0.50102,0.082709,-0.26791,0.35594,-0.38102,-0.10249,0.15449,0.33186,0.2329,-0.25338
tried,-0.22437,-0.22543,-0.20325,-0.024835,-0.40592,0.46258,0.45756,-0.1914,-0.71737,-0.064783,-0.017301,-0.56745,-0.024817,-0.056488,-0.30933,0.19183,-0.13102,-0.35459,0.50491,-0.60725,-0.18015,-0.29584,0.089512,-0.42426,-0.50841,-0.36934,-0.00353,-0.31071,-0.10466,-0.15766,0.17862,-0.26575,0.31251,-0.092904,0.00347,0.26606,0.10928,0.011788,-0.21623,-0.00587,-0.078102,-0.29797,0.18088,-0.1867,0.018988,-0.20092,-0.28385,0.010404,-0.28109,-0.17402,-0.065662,-0.37823,-0.14391,-0.3355,0.046796,-0.34727,0.044726,0.5568,0.000096,-0.41099,0.080913,-0.042399,-0.20114,-0.32151,0.15632,0.29746,0.22663,-0.49241,0.087854,-0.10753,0.20819,-0.096466,-0.41979,-0.30509,-0.22631,0.5758,0.088786,0.081925,-0.23582,-0.28978,0.42861,0.17243,-0.079932,0.33821,-0.007985,-0.85225,0.005501,0.05204,0.022918,-0.14872,-0.1619,0.33293,0.09129,0.39833,-0.24599,-0.35579,0.057466,0.55432,-0.29261,-0.054022
typical,0.37405,-0.25206,0.090381,0.20062,0.17747,-0.000453,-0.014222,-0.092823,-0.00418,0.3726,-0.19937,0.14458,-0.54225,-0.08256,-0.099906,0.45276,0.072095,-0.32623,-0.92259,0.099426,0.21647,-0.17787,-0.24165,-0.29661,-0.05856,-0.24918,-0.033473,0.080656,-0.33698,-0.15321,0.2493,-0.30834,-0.28549,0.34456,-0.29684,-0.043043,0.59128,0.38275,0.026068,-0.045583,-0.35238,0.07737,0.081391,0.20755,0.3077,0.11596,-0.47668,-0.25368,-0.074951,0.19793,-0.23668,0.31648,-0.31894,-0.029117,-0.48094,-0.19737,0.045224,-0.37029,0.065538,-0.052067,-0.35963,0.23501,0.51612,-0.33786,-0.050368,-0.13121,-0.12046,0.21477,0.55283,0.022615,0.21298,-0.34257,-0.11004,0.31101,-0.2059,0.073037,0.33922,-0.57477,0.2358,0.27742,-0.30853,-0.14017,0.075138,0.074539,-0.4781,-0.2089,0.4105,0.039439,-0.002936,0.18069,0.10167,0.30741,0.44205,0.13087,0.41629,0.26292,0.013147,-0.17412,-0.004374,-0.002719
unaware,-0.066608,-0.49375,-0.27441,0.51192,0.18271,-0.14473,-0.18029,0.14141,-0.32718,-0.21518,-0.21345,-0.22801,-0.13847,-0.24231,0.2794,0.2917,0.022337,0.41311,-0.04991,-0.020114,0.11219,-0.028012,0.38321,-0.078113,-0.30876,-0.43039,0.10846,-0.3172,-0.33413,-0.039277,0.12497,0.43697,0.18549,-0.30232,0.35719,-0.52412,0.15438,0.21297,0.19927,0.25755,0.040245,0.22184,0.24614,-0.096756,-0.025583,-0.018179,-0.4568,0.5232,0.090291,-0.10607,-0.23938,-0.25273,0.090933,0.08855,0.15077,0.12263,-0.21915,0.71393,0.029212,0.048287,0.045469,0.33204,-0.19821,-0.28207,0.14157,-0.004129,-0.016542,0.031755,0.23273,-0.21981,0.014589,0.10992,0.22332,0.19339,-0.19428,0.4149,-0.23796,-0.10292,-0.17314,0.11955,-0.18725,0.23815,-0.13219,-0.10956,0.089882,0.12684,-0.30505,-0.011192,-0.2088,0.23566,-0.47879,-0.20148,0.10805,0.11897,-0.009524,-0.19272,0.4014,-0.22353,0.2093,-0.12119
usable,-0.1361,-0.29385,0.4832,0.37598,0.27141,0.007303,0.14398,0.50925,-0.30952,-0.36226,-0.20511,0.025919,0.18684,0.79821,-0.066994,-0.12904,0.47057,0.071532,-0.70805,0.14657,0.18426,0.15137,0.34159,0.33743,-0.12563,-0.31624,-0.21977,0.54673,-0.36072,-0.25096,0.24835,-0.23078,-0.32703,0.14107,0.17374,0.010451,0.63235,-0.2729,-0.002036,-0.15386,-0.36553,-0.42368,0.024773,-0.3983,0.24488,0.14609,-0.048801,0.26765,0.18189,-0.013745,-0.37561,0.25493,0.21421,0.93663,-0.005087,0.25611,-0.21297,-0.124,0.092069,-0.31639,0.42427,0.30034,-0.40312,0.4625,0.067105,-0.57878,0.12647,0.16619,-0.10771,-0.24592,-0.088224,0.26917,-0.20462,-0.31882,0.18539,0.052889,-0.003387,0.30725,0.066659,0.31798,0.039235,0.31595,-0.25597,-0.23413,0.6204,0.57265,0.031349,-0.25696,-0.04808,0.25135,-0.289,-0.1059,0.030256,0.20682,0.35272,-0.46762,0.032347,0.36103,0.036076,0.013963
useless,-0.014457,-0.009116,0.2128,0.042944,-0.002105,-0.3594,0.27351,0.63957,-0.43392,-0.4523,-0.11267,0.27116,0.35442,0.13546,-0.11669,-0.00556,0.42034,-0.006851,-0.20548,0.34992,0.36477,-0.019714,0.15102,0.021055,-0.91549,-0.54305,0.41951,-0.24182,-0.16917,-0.25692,0.57311,-0.33302,-0.19573,-0.28384,0.047114,-0.28175,0.67169,-0.40433,0.22149,0.58273,0.249,0.11414,0.39341,0.026016,-0.34846,-0.21827,-0.024133,0.44939,0.36201,0.082601,-0.09236,0.43447,0.010809,0.144,-0.18241,0.32439,0.21376,-0.073368,0.52943,-0.22352,0.034035,0.36004,-0.16188,-0.23978,0.39238,-0.19848,0.14856,-0.30517,0.67691,-0.29464,0.24563,0.085532,0.10149,-0.13167,-0.11057,-0.25785,0.002709,-0.21028,0.23004,0.17184,0.070616,0.48274,-0.15841,0.096787,0.3219,0.30516,0.49349,0.1533,-0.21268,0.35037,-0.29315,0.13847,0.053388,0.75948,-0.47892,0.034317,-0.1056,0.40826,-0.2921,0.056694
vacation,0.15478,0.28646,-0.23034,0.1433,0.42819,-0.32651,0.42112,0.5068,-0.48115,0.37036,-0.063373,0.032901,-0.37018,-0.34609,-0.10493,0.23577,-0.39667,-0.70115,-0.053131,0.51192,0.20149,-0.031646,0.56122,-0.064845,-0.033664,-0.050214,0.16273,0.49099,0.48363,-0.25227,-0.35581,0.01269,-0.061877,-0.18434,0.61994,-0.83249,-0.23183,-0.37747,0.48712,-0.53032,-0.14183,-0.018863,-0.51071,0.41443,-0.72018,-0.58959,0.61568,-1.1253,-0.27102,0.47174,-0.35547,0.38851,-0.22371,0.70462,0.2286,0.2008,-0.32387,-0.24123,-0.62951,-0.11435,-0.052301,0.3668,0.42201,-0.11903,0.006928,-0.50854,-0.72791,0.40003,0.64102,0.036479,-0.54095,-0.37182,-0.0582,-0.67189,-0.92124,-0.65781,-0.30122,-0.43924,-0.43757,0.12137,0.46939,-0.046412,-0.28696,0.40442,0.65628,-0.23687,-0.52226,-0.028928,0.65352,-0.57796,-0.22549,-0.37958,0.2826,-0.50279,-0.095888,-0.26555,-0.12263,-0.21173,-0.20299,-0.060125
war,-0.018586,-0.79395,-0.48338,-0.59093,0.20892,-0.44545,-0.41583,-0.41155,-0.01175,-0.32071,0.23263,-0.30892,0.23835,-0.12633,0.54218,0.32608,-0.72525,0.621,0.003982,0.081442,0.094019,-0.098883,0.11747,0.03838,0.11597,0.34249,0.27407,-0.29076,0.60825,0.48865,0.06268,0.013005,0.41709,0.6285,-0.33106,0.083675,-0.16939,-0.58529,-0.14465,0.13968,0.49499,-0.64052,-0.26813,-0.35769,-0.017673,0.92162,0.38299,-0.7099,0.22073,0.001786,0.14656,0.52217,-0.18982,-0.18482,-0.36389,0.61316,-0.23753,0.30664,-0.1289,0.12068,0.32515,0.13634,-0.34565,0.35526,0.36072,-0.33018,0.72448,0.28219,0.26098,0.30643,-0.1578,0.27333,-0.58128,-0.32867,-0.8495,0.22921,0.86832,0.26288,0.45767,0.1597,-0.28508,0.006151,-0.11029,-0.017667,0.24504,-0.35888,0.19609,-0.063378,-0.3411,0.29261,-0.29156,-0.26648,-0.41008,-0.014201,-0.15748,-0.064758,-0.10042,0.083954,-0.36497,0.043506
wash,-0.50537,-0.055054,-0.1264,-0.025381,-0.26444,0.67838,-0.14589,-0.037609,0.24834,-0.37474,-0.78592,-0.080904,0.060761,0.27772,-0.20209,-0.071023,-0.028439,-0.44825,0.37314,-0.74649,-0.37078,0.40446,-0.45362,0.36966,-0.40396,0.43599,0.68872,-0.55926,-0.54582,-0.16264,-0.50597,-0.37007,0.59413,-0.36412,-0.1834,0.70272,-0.10961,-0.64075,-0.24163,0.20062,0.19086,0.32103,-0.35107,-0.23357,0.10386,-0.31571,0.23189,0.071844,0.25282,-0.020719,0.43416,-0.078836,-0.43031,-0.26078,-0.093845,0.059633,-0.58654,-0.30899,-0.092829,-0.43061,0.15388,-0.003331,0.2459,-0.043629,-0.67542,-0.13473,-0.009062,0.062088,-0.37614,-0.25158,0.42322,0.0335,-0.26286,-0.039158,-0.63063,0.064429,-0.08574,0.051264,-0.28559,-0.14487,0.025872,0.052055,-0.38749,-0.37127,-0.11816,0.014981,-0.38481,0.056115,0.19804,0.63538,-0.23737,-0.021802,-0.037489,0.014269,-0.40937,-0.27702,-0.31706,0.39207,-0.1743,-0.14576
weak,-0.18805,0.35774,0.24218,0.44327,-0.32809,0.16553,-0.34538,0.4807,-0.1966,-0.11989,0.16971,0.21773,0.68258,-0.27193,0.11519,-0.43417,-0.35514,0.4065,-0.2755,0.30797,0.19451,0.16011,0.3289,-0.2718,-0.56139,0.013087,-0.075616,0.28526,-0.24997,-0.20317,0.42427,-0.59456,0.13247,-0.30931,-0.2763,0.5039,0.39292,0.11127,-0.4326,0.04702,0.24999,0.19451,0.24987,0.037098,-0.17449,-0.83381,-0.34115,-0.026854,0.08416,-0.3117,0.11245,0.086853,-0.84583,0.005847,0.12256,0.42389,0.016485,-0.14388,0.15302,0.058499,-0.55443,0.10119,0.084244,-0.459,0.67756,-0.42434,-0.051902,-0.012375,0.61184,-0.55481,0.45925,0.11499,0.10012,-0.059816,0.20624,0.41369,-0.13864,0.27424,-0.54609,-0.37734,-0.42635,-0.021039,0.5398,-0.58395,-0.45769,-0.2227,0.48573,-0.33566,0.095624,0.17441,0.091882,0.25345,0.049321,0.046807,-0.69487,-0.18027,0.079894,-0.13474,-0.39561,0.23925
wear,0.13728,-0.29225,-0.19949,0.62521,0.18298,0.11804,-0.22903,-0.18868,0.10068,0.058793,-0.084239,-0.17858,0.43348,-0.024248,-0.27947,-0.29535,-0.31073,-0.53647,-0.059428,0.13281,-0.23849,0.018635,-0.94695,0.028516,-0.21593,0.071761,0.24795,-0.3862,-0.86916,-0.69546,0.1783,-0.30848,-0.009824,-0.13893,0.49582,0.042384,0.26471,0.2445,-0.15957,-0.031416,-0.15178,0.50965,0.10545,-0.16131,0.65431,-0.072822,-0.80402,-0.099952,-0.2668,0.017456,-0.38312,-0.44514,-0.44726,-0.45643,-0.20386,0.24864,-0.02938,-0.13664,0.78849,-0.16574,-0.23332,0.78218,-0.15423,0.3751,0.66193,-0.10341,0.57181,0.23635,0.20069,-0.059082,0.048825,-0.21175,0.094219,0.33006,-0.40054,0.33362,-0.31419,0.99598,-0.15381,-0.62181,0.3568,-0.45542,-0.4351,0.44138,-0.24075,0.19032,0.15555,-0.24613,0.20072,0.073427,-0.52301,0.096439,0.14148,-0.36912,-0.1221,-0.12975,0.24306,-0.18003,-0.085603,0.10266
weather,0.47179,-0.64346,0.1999,-0.28517,0.88433,-0.069445,-0.3158,0.28977,-0.48133,0.2121,-0.75673,0.26779,-0.52487,-0.1374,-0.17938,-0.47842,-0.30867,0.25385,0.039008,-0.22434,-0.0963,-0.14348,-0.064465,0.35409,-0.00276,-0.57843,-0.60807,-0.31029,0.089076,0.25849,0.16432,-0.46385,0.45395,0.19632,-0.057975,-0.6458,-0.13949,-0.015725,0.15478,0.22144,0.54535,-0.10922,1.0844,0.057707,0.39924,0.24531,0.20334,0.042382,-0.59139,-0.58439,-0.81827,0.33056,-0.35757,0.19689,-0.38751,0.079681,-0.18793,-0.90309,0.65905,0.76094,0.12486,0.37334,0.24793,-0.15826,1.3506,-0.66349,-0.60775,0.45629,0.067903,0.23829,0.31322,-0.11904,0.50236,0.13252,-0.51406,0.57642,-0.55811,-0.27494,0.1701,-0.87457,0.39638,-0.2696,0.33119,0.30463,0.75012,-0.24915,0.18849,-0.21626,-0.29868,0.31496,-0.38158,-0.73533,-0.45743,0.11866,-0.2765,-0.24737,-0.11358,0.13652,-0.42047,0.20193
willingly,-0.099503,-0.17862,-0.062288,0.45891,-0.032083,-0.55925,-0.55449,-0.50305,-0.97878,-0.69465,-0.30287,-0.43219,0.13297,0.16889,0.44764,0.28334,-0.19189,0.35688,0.12338,-0.37113,-0.67073,0.000722,-0.13905,0.10038,-0.13655,-0.72208,0.15082,0.34161,0.020458,-0.28046,0.033243,0.43222,0.34454,-0.18354,0.44545,-0.5826,-0.24265,0.008161,0.03499,0.35695,-0.027052,0.16709,0.72465,0.16206,0.20476,-0.51433,-0.47194,-0.017456,0.25328,0.14761,-0.018793,-0.57846,0.38647,-0.44816,0.16921,0.16802,0.1647,0.35604,0.31502,-0.31212,0.57488,0.22429,-0.14669,0.018788,-0.24793,-0.68767,0.06152,-0.022619,0.13314,-0.39828,-0.13582,-0.25692,-0.13885,0.099571,0.20145,-0.15124,0.082056,-0.047593,0.07444,-0.40655,-0.17389,-0.082586,-0.37416,0.036881,0.23269,0.016747,-0.31816,0.43109,-0.23161,0.15817,0.007995,0.051169,0.1649,-0.17338,0.025597,-0.42789,-0.016242,0.1662,-0.1366,-0.090366
word,0.14433,0.14341,0.021927,-0.45963,0.13979,0.059918,0.21319,0.25481,0.12123,0.28579,0.044377,0.001981,0.22834,0.018238,-0.39563,0.94588,0.23753,-0.259,-0.064237,0.13794,0.001831,0.16406,0.064437,-0.10852,0.055098,0.14643,-0.47665,0.50614,-0.45633,-0.17036,0.20144,0.14025,-0.47174,-1.0322,-0.23844,0.4604,0.43294,-0.58647,0.095401,0.34418,0.23795,-0.072301,-0.16241,-0.44248,0.32888,0.10094,0.27885,0.36544,0.18953,0.1147,0.10323,-0.036354,0.16762,0.1401,-0.12623,-0.064479,-0.012613,-0.24568,0.58135,0.53234,0.19856,-0.091595,0.032407,0.05731,0.025528,0.15385,0.071212,0.6154,-0.079298,0.2252,0.053432,-0.18581,-0.34005,-0.27126,0.65432,-0.11042,0.26686,-0.12606,-0.092219,0.66971,0.027126,0.10269,-0.062744,0.16396,-0.31472,-0.58621,-0.23375,-0.31313,0.17829,0.35724,0.22532,0.17961,0.15524,0.57491,-0.20779,-0.068073,-0.36216,-0.096646,-0.51245,-0.12737
